Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-06-24 05:00:00,1892.99000000,1896.40000000,1891.52000000,1894.36000000,5121.63490000,2023-06-24 05:59:59.999,9700602.60251500,9315,2932.39590000,5554220.35962400,0
2023-06-24 06:00:00,1894.35000000,1894.36000000,1886.25000000,1888.80000000,8420.89680000,2023-06-24 06:59:59.999,15911211.45959400,13561,3560.33230000,6726541.63242100,0
2023-06-24 07:00:00,1888.79000000,1888.80000000,1882.20000000,1883.04000000,6514.27580000,2023-06-24 07:59:59.999,12283093.30705300,16832,2842.41530000,5359205.59709900,0
2023-06-24 08:00:00,1883.04000000,1888.96000000,1882.27000000,1887.60000000,6268.04420000,2023-06-24 08:59:59.999,11822786.68734000,11336,2848.60450000,5373241.03223100,0
2023-06-24 09:00:00,1887.61000000,1889.01000000,1885.37000000,1888.49000000,5675.28670000,2023-06-24 09:59:59.999,10712097.20263300,8665,2321.21580000,4381010.05260200,0
2023-06-24 10:00:00,1888.49000000,1892.72000000,1887.80000000,1892.72000000,6375.16560000,2023-06-24 10:59:59.999,12055697.72537500,11113,3697.89580000,6993228.90427100,0
2023-06-24 11:00:00,1892.72000000,1893.08000000,1889.62000000,1890.49000000,6882.88780000,2023-06-24 11:59:59.999,13016368.59824100,12231,4232.12150000,8003545.15331300,0
2023-06-24 12:00:00,1890.48000000,1906.00000000,1890.20000000,1896.38000000,13604.90450000,2023-06-24 12:59:59.999,25827180.75221100,19694,7104.50820000,13483554.19294400,0
2023-06-24 13:00:00,1896.38000000,1898.62000000,1887.00000000,1892.26000000,16462.17960000,2023-06-24 13:59:59.999,31151384.03399900,21939,7625.86590000,14427339.89868700,0
2023-06-24 14:00:00,1892.26000000,1894.02000000,1889.28000000,1893.54000000,6981.37310000,2023-06-24 14:59:59.999,13207155.48110100,13500,3451.93490000,6530617.06512000,0
2023-06-24 15:00:00,1893.55000000,1894.11000000,1868.43000000,1874.30000000,31482.28880000,2023-06-24 15:59:59.999,59148676.02562900,40473,13113.13890000,24629752.92874200,0
2023-06-24 16:00:00,1874.31000000,1877.62000000,1867.20000000,1877.45000000,14793.84650000,2023-06-24 16:59:59.999,27720589.25322800,20985,6548.14130000,12269218.63220700,0
2023-06-24 17:00:00,1877.44000000,1884.37000000,1876.43000000,1882.58000000,11176.83830000,2023-06-24 17:59:59.999,21024231.42522700,16452,5919.94280000,11134838.33843000,0
2023-06-24 18:00:00,1882.58000000,1888.20000000,1882.04000000,1886.62000000,6704.14610000,2023-06-24 18:59:59.999,12642922.50500200,11353,2961.23260000,5584399.88318100,0
2023-06-24 19:00:00,1886.62000000,1889.22000000,1885.68000000,1888.00000000,6916.15890000,2023-06-24 19:59:59.999,13056225.80424300,9417,3830.34250000,7231453.47886100,0
2023-06-24 20:00:00,1887.99000000,1888.00000000,1874.40000000,1876.98000000,8725.04320000,2023-06-24 20:59:59.999,16416295.51457000,13095,4171.69120000,7848667.15919200,0
2023-06-24 21:00:00,1876.98000000,1877.77000000,1864.77000000,1875.18000000,13788.57790000,2023-06-24 21:59:59.999,25800430.01520200,17361,7115.97590000,13312454.51449600,0
2023-06-24 22:00:00,1875.19000000,1877.26000000,1871.75000000,1874.94000000,4672.98510000,2023-06-24 22:59:59.999,8760696.39872400,8517,2409.88470000,4517772.03285400,0
2023-06-24 23:00:00,1874.95000000,1878.30000000,1872.92000000,1874.96000000,4604.46280000,2023-06-24 23:59:59.999,8636838.44894700,11193,2122.04320000,3980166.99077700,0
2023-06-25 00:00:00,1874.95000000,1879.46000000,1868.83000000,1872.88000000,9747.82880000,2023-06-25 00:59:59.999,18263258.01649400,16599,5353.48490000,10031181.75951700,0
2023-06-25 01:00:00,1872.88000000,1880.02000000,1869.25000000,1877.99000000,9377.00550000,2023-06-25 01:59:59.999,17592505.53743700,12346,5689.27130000,10674463.18022500,0
2023-06-25 02:00:00,1877.99000000,1886.45000000,1876.17000000,1883.42000000,11823.08070000,2023-06-25 02:59:59.999,22249075.16975600,15565,6369.44270000,11987493.28534400,0
2023-06-25 03:00:00,1883.42000000,1896.69000000,1883.42000000,1895.08000000,10762.83000000,2023-06-25 03:59:59.999,20339032.24846600,17935,6045.41840000,11423206.12028800,0
2023-06-25 04:00:00,1895.14000000,1915.91000000,1895.14000000,1906.38000000,29037.77090000,2023-06-25 04:59:59.999,55383643.84719200,33900,14027.67900000,26747396.92585200,0
2023-06-25 05:00:00,1906.39000000,1918.79000000,1903.61000000,1911.73000000,19943.23490000,2023-06-25 05:59:59.999,38121449.94430600,22989,10185.64140000,19469842.74032000,0
2023-06-25 06:00:00,1911.72000000,1930.00000000,1907.40000000,1920.07000000,29619.61550000,2023-06-25 06:59:59.999,56921464.97359000,44790,14326.83160000,27530093.78297200,0
2023-06-25 07:00:00,1920.07000000,1920.79000000,1907.48000000,1911.81000000,15499.07090000,2023-06-25 07:59:59.999,29651325.71229300,26801,6917.56100000,13229267.54391800,0
2023-06-25 08:00:00,1911.81000000,1920.82000000,1910.81000000,1916.39000000,12603.23170000,2023-06-25 08:59:59.999,24145869.21486100,19941,6490.42740000,12434016.08366200,0
2023-06-25 09:00:00,1916.40000000,1921.45000000,1907.49000000,1918.19000000,14955.12750000,2023-06-25 09:59:59.999,28630060.59980100,20623,6240.78540000,11947345.83607600,0
2023-06-25 10:00:00,1918.20000000,1924.51000000,1913.11000000,1915.13000000,14248.77700000,2023-06-25 10:59:59.999,27337288.86896900,20364,6730.34560000,12911821.90899900,0
2023-06-25 11:00:00,1915.13000000,1918.38000000,1909.69000000,1918.37000000,10992.77250000,2023-06-25 11:59:59.999,21051113.28370400,17465,4336.47280000,8303947.58903200,0
2023-06-25 12:00:00,1918.37000000,1919.57000000,1909.29000000,1913.32000000,9456.31930000,2023-06-25 12:59:59.999,18098532.53679600,17215,4242.61420000,8119636.22643700,0
